,City,ID,Latitude,Longitude,Max Temp,Humidity,Wind Speed,Cloudiness
395,Tura,1254046,25.5198,90.2201,73.51,37,3.94,11
396,Marsh Harbour,3571913,26.5412,-77.0636,74.68,79,16.37,100
397,Gamba,2400547,-2.65,10.0,76.23,88,4.27,29
398,Talnakh,1490256,69.4865,88.3972,-31.54,74,7.31,0
399,Inhambane,1045114,-23.865,35.3833,86.0,79,9.22,20
400,Valley Station,4311963,38.1112,-85.8702,34.0,86,6.91,90
401,Tarrafal,3374166,15.2833,-23.7667,69.8,73,20.71,0
402,Bathsheba,3374083,13.2167,-59.5167,78.8,73,20.71,20
403,Sabang,1214026,5.8933,95.3214,80.47,79,10.76,80
404,Bud,4255151,39.447,-86.1758,30.99,96,2.53,100
405,Wilmington,4499379,34.2257,-77.9447,50.0,93,4.61,40
406,Iida,1861864,35.5197,137.8207,45.0,100,5.01,87
407,Belyy Yar,1510377,53.6039,91.3903,1.4,71,1.3,100
408,Balikpapan,1650527,-1.2675,116.8289,89.6,55,12.66,20
409,Hamilton,4513583,39.1834,-84.5333,35.01,80,10.36,90
410,Empalme,4006806,27.9667,-110.8167,55.0,48,3.0,0
411,Yerbogachën,2012956,61.2767,108.0108,-39.19,80,4.5,81
412,Lagdo,2229681,9.05,13.7333,65.68,27,2.24,0
413,Catuday,1717787,16.2923,119.8062,80.78,72,9.73,6
414,Flinders,6255012,-34.5833,150.8552,73.0,47,8.01,0
415,Kindu,212902,-2.95,25.95,71.71,80,2.62,89
416,Caravelas,3466980,-17.7125,-39.2481,73.47,90,4.7,57
417,Cooma,2170577,-36.2333,149.1333,66.2,32,16.11,75
418,Novopokrovka,699328,49.8425,36.5477,3.2,85,8.95,40
419,São Paulo do Potengi,3388238,-5.895,-35.7628,78.8,88,4.61,20
420,Narsaq,3421719,60.9167,-46.05,23.0,80,2.3,90
421,Pāsighāt,1260206,28.0667,95.3333,74.91,39,4.76,5
422,Tauramena,3667355,5.0183,-72.7492,71.28,68,3.4,55
423,Paine,3877739,-33.8167,-70.75,64.4,48,9.22,0
424,Kahului,5847411,20.8947,-156.47,75.2,73,9.22,1
425,Presidencia Roque Sáenz Peña,3840300,-26.7852,-60.4388,73.99,90,5.75,51
426,Dauriya,2025099,49.9333,116.8667,0.97,89,14.45,93
427,Lábrea,3663684,-7.2586,-64.7981,72.64,94,2.13,100
428,Sambava,1056899,-14.2667,50.1667,83.97,73,7.07,21
429,Doka,376332,13.5167,35.7667,73.22,54,10.47,0
430,Riviere-au-Renard,6943832,48.9957,-64.3971,14.0,92,2.3,1
431,Shiraoi,2128072,42.55,141.35,35.6,80,16.11,75
432,Quang Ngai,1568770,15.1167,108.8,75.38,70,7.0,33
433,Cleveland,5150529,41.4995,-81.6954,33.8,86,10.36,1
434,Shetpe,608324,44.1667,52.1167,30.92,94,6.29,37
435,Bunia,217695,1.5667,30.25,68.02,74,3.02,86
436,Jimma,333772,7.6667,36.8333,69.51,50,0.4,37
437,Jaen,2516394,38.0,-3.5,31.84,95,6.51,9
438,Talcahuano,3870282,-36.7167,-73.1167,55.4,71,9.22,0
439,Broken Hill,2173911,-31.95,141.4333,71.6,24,14.97,68
440,Malbork,3092472,54.0359,19.0266,27.0,100,14.54,95
441,Salisbury,2638664,51.0693,-1.7957,41.0,93,14.97,90
442,Tilichiki,2120591,60.4667,166.1,-26.05,84,6.15,0
443,Lompoc,5367788,34.6391,-120.4579,61.0,81,7.74,64
444,Viedma,3832899,-40.8135,-62.9967,57.99,89,9.95,0
445,Isangel,2136825,-19.55,169.2667,83.84,72,6.85,100
446,Motala,2690960,58.5371,15.0365,21.2,93,10.36,90
447,Kota Tinggi,1732738,1.7381,103.8999,91.0,70,4.61,40
448,Ulaanbaatar,2028462,47.9077,106.8832,-7.6,71,2.77,42
449,Nālūt,2214432,30.3333,10.85,40.33,66,4.5,4
450,Toora-Khem,1489401,52.4675,96.11,-0.42,85,1.59,100
451,Abu Dhabi,292968,24.4667,54.3667,55.4,94,2.3,75
452,Saint-Augustin,6137462,51.226,-58.6502,20.03,94,4.68,0
453,Ixtapa,4004293,20.7,-105.2,66.0,90,1.92,76
454,Kati,2455558,12.7441,-8.0726,69.8,16,13.8,0
455,Corinth,259289,37.9407,22.9573,39.99,77,1.01,100
456,Yar-Sale,1486321,66.8333,70.8333,-1.84,93,6.13,100
457,Jinchang,1805733,38.4953,102.1739,18.36,73,7.45,85
458,Sumenep,1626099,-7.0167,113.8667,81.21,74,5.46,100
459,Doha,290030,25.2867,51.5333,68.0,32,3.44,0
460,Matagami,6067747,49.7502,-77.6328,21.2,100,3.44,20
461,Gandzak,823800,40.3147,45.1114,41.0,60,2.3,75
462,Dubbo,2168305,-32.25,148.6167,78.8,18,17.27,5
463,Henties Bay,3356832,-22.116,14.2845,69.01,82,1.99,73
464,Brae,2654970,60.3964,-1.353,42.8,70,33.38,75
465,Erenhot,2037485,43.6475,111.9767,2.62,86,15.88,0
466,Ambulu,1621313,-8.345,113.6058,82.31,76,7.34,100
467,Young,3439525,-32.6833,-57.6333,69.01,98,4.88,98
468,Pemba,1028918,-12.974,40.5178,82.4,83,11.5,75
469,San Joaquin,5392126,37.9333,-121.3011,55.0,82,8.05,1
470,Sorong,1626542,-0.8833,131.25,78.37,91,16.4,100
471,Kaeo,2189343,-35.1,173.7833,72.81,53,9.6,8
472,Ciego de Ávila,3564178,21.84,-78.7619,70.88,91,5.39,97
473,Los Llanos de Aridane,2514651,28.6585,-17.9182,62.6,59,10.36,90
474,Rafai,236524,4.95,23.9167,72.1,41,1.61,98
475,Oparino,515175,59.8518,48.2783,-1.07,93,7.78,100
476,Krasnosel'kup,1502073,65.7,82.4667,-5.55,91,16.78,100
477,Vredendal,3359736,-31.6683,18.5012,66.24,77,4.54,61
478,São João da Barra,3448903,-21.6403,-41.0511,75.47,87,14.14,66
479,Rodrigues Alves,3665210,-7.738,-72.6509,71.67,90,1.99,99
480,Boshnyakovo,2126493,49.6333,142.1667,5.85,91,6.98,100
481,Bafra,751335,41.5678,35.9069,32.0,86,4.61,75
482,Kavaratti,1267390,10.5669,72.642,82.09,75,8.25,79
483,Bukama,217834,-9.2,25.85,69.15,93,1.07,95
484,Neftegorsk,522945,52.802,51.166,22.51,96,17.07,100
485,Kamenka,553766,51.3223,42.7678,11.39,96,11.25,100
486,Paracelis,1694807,17.2667,121.4667,76.6,73,8.57,72
487,Mezhdurechensk,1498920,53.6942,88.0603,11.17,88,2.3,100
488,Bosaso,64013,11.2842,49.1816,75.96,67,2.44,8
489,Vostok,2013279,46.4856,135.8833,-0.87,88,4.68,80
490,Yeppoon,2142316,-23.1333,150.7333,93.2,43,10.36,0
491,Florø,3156980,61.5996,5.0328,30.2,69,14.97,1
492,Mugur-Aksy,1498283,50.35,90.5,7.54,77,5.91,83
493,Isiro,215771,2.7739,27.616,71.55,74,2.93,90
494,Mogadishu,53654,2.0371,45.3438,79.61,74,19.26,41
495,Sivaki,2016477,52.6333,126.75,-14.84,87,2.19,100
496,Saint Anthony,5044290,45.0205,-93.218,35.01,86,9.22,90
497,Tual,1623197,-5.6667,132.75,84.56,74,14.5,85
498,Worland,5843495,44.0169,-107.9554,30.99,50,3.8,90
499,Kyzyl-Suu,1527497,42.3414,78.0056,37.9,71,4.25,0
500,Laguna,5364271,38.421,-121.4238,55.99,82,3.44,1
501,Stykkisholmur,3412888,65.0757,-22.7297,33.73,95,11.95,100
502,Vīsāvadar,1253105,21.3833,70.6833,81.03,25,8.08,0
503,Solnechnyy,2016307,50.7214,136.6319,-5.87,86,2.46,1
504,Gambēla,337405,8.25,34.5833,84.36,24,2.86,0
505,Chipinge,893549,-20.1883,32.6236,69.53,92,2.71,100
506,Vizinga,473263,61.0749,50.1031,-3.15,92,7.94,87
507,Zwedru,2272491,6.0667,-8.1281,69.57,98,2.28,41
508,São Paulo de Olivença,3662252,-3.3783,-68.8725,72.61,97,1.32,91
509,Atbasar,1526038,51.8,68.3333,15.28,91,10.63,100
510,Leh,1264976,34.1667,77.5833,22.73,63,3.44,0
511,Tateyama,1850523,34.9833,139.8667,64.99,72,16.11,20
512,Kumul,1529484,42.8,93.45,21.87,69,7.2,0
513,Hobyo,57000,5.3505,48.5268,79.77,70,17.76,96
514,Hambantota,1244926,6.1241,81.1185,78.8,94,3.44,75
515,Mattawa,5802636,46.7379,-119.9028,34.0,93,1.05,1
516,Rocha,3440777,-34.4833,-54.3333,70.0,93,0.56,100
517,Ponta Delgada,3372783,37.7333,-25.6667,60.01,100,17.27,75
518,Lovington,5477090,32.944,-103.3485,32.0,80,5.75,1
519,Alexandria,361058,31.2156,29.9553,50.0,81,8.05,40
520,Ahipara,2194098,-35.1667,173.1667,70.29,56,4.16,14
521,Coolum Beach,2170581,-26.5333,153.1,84.99,75,11.48,23
522,Kumo,2333451,10.0447,11.2122,62.1,31,5.73,24
523,Tawao,1734199,4.2498,117.8871,86.0,74,5.75,20
524,Acaraú,3408368,-2.8856,-40.12,78.13,83,12.19,36
525,Ust-Tsilma,477940,65.441,52.1498,-11.79,89,3.89,82
526,Hastings,2647356,50.8552,0.5729,36.0,71,11.01,100
527,San Jerónimo,3929611,-11.9472,-75.2829,49.62,70,1.52,86
528,Ygatimi,3436616,-24.0833,-55.5,73.4,93,4.0,39
529,Alyangula,2079582,-13.8483,136.4192,84.2,79,8.23,90
530,Navahrudak,624785,53.6,25.8333,-2.15,95,5.93,99
531,Rincon,4218882,32.296,-81.2354,48.2,93,5.75,40
532,Mehamn,778707,71.0357,27.8492,36.23,83,19.06,99
533,Sayyan,70979,15.1718,44.3244,55.49,34,1.48,43
534,Dalen,2757857,52.6992,6.7556,32.0,96,6.44,95
535,Rawlins,5836068,41.7911,-107.2387,33.8,51,6.91,75
536,Shimoda,1852357,34.6667,138.95,62.6,72,16.11,20
537,Derzhavīnsk,1524606,51.1,66.3167,19.63,92,9.01,100
538,Gunjur,2413419,13.2019,-16.7339,69.8,40,4.61,91
539,Diamantino,3464724,-14.4086,-56.4461,71.6,92,5.73,100
540,Haimen,1809062,23.1935,116.6142,71.6,46,2.24,0
541,Beyneu,610298,45.3167,55.2,31.06,95,14.36,43
542,Cabedelo,3404558,-6.9811,-34.8339,75.2,88,4.61,40
543,Ternate,1624041,0.8,127.4,80.53,82,13.49,100
544,Pachino,6539213,36.7186,15.0907,48.99,87,15.86,25
545,Jining,1805518,35.405,116.5814,39.06,57,3.78,75
546,Nova Floresta,3393867,-6.4553,-36.2033,67.06,93,14.94,64
547,Buncrana,2654332,55.1333,-7.45,44.55,85,15.7,83
548,Sudak,692315,44.85,34.9667,30.11,93,4.21,51
549,Katherine,2068655,-14.4667,132.2667,98.6,32,16.11,94
550,Cabiraoan,1721577,18.3238,122.086,77.04,66,7.94,77
551,Dhamtari,1272997,20.7072,81.5497,79.29,19,4.41,0
552,Yandyki,469151,45.7691,47.1258,30.22,93,6.55,70
553,Carson City,5501344,39.1638,-119.7674,48.2,43,1.36,75
554,Tshikapa,204953,-6.4167,20.8,71.02,82,2.26,97
555,Micheweni,153955,-4.9667,39.8333,80.87,78,8.61,70
556,Tromsø,6453316,69.6496,18.957,33.8,93,2.3,75
557,Krasne,704277,49.9145,24.6134,8.6,85,4.47,75
558,Kununurra,2068110,-15.7667,128.7333,89.6,66,11.5,75
559,Gemeente Wageningen,2745087,51.9667,5.6667,35.01,93,2.3,90
560,Oistins,3373652,13.0667,-59.5333,78.8,73,20.71,20
561,Sioux Lookout,6148373,50.1001,-91.917,23.0,93,9.22,90
562,Tokur,2015217,53.1333,132.9,-15.38,88,2.01,65
563,Kyren,2021031,51.6828,102.1408,9.73,79,5.66,100
564,Nemuro,2128975,43.3236,145.575,37.4,75,14.97,75
565,Venice of the Philippines,1686004,4.6628,119.3928,81.86,73,2.57,100
566,El Paso,5521001,31.8001,-106.2005,46.4,15,2.51,20
567,Kandrian,2094746,-6.2167,149.55,87.66,67,5.73,100
568,Rome,5134295,43.2128,-75.4557,37.4,75,18.41,90
569,Sept-Îles,6144312,50.2001,-66.3821,24.8,93,1.14,19
570,Itupiranga,3397851,-5.1347,-49.3267,75.2,100,1.14,75
571,Tabou,2281120,4.423,-7.3528,76.98,86,3.76,75
572,Matara,1235846,5.9485,80.5353,85.71,62,7.92,98
573,Alice Springs,2077895,-23.7,133.8833,84.2,21,16.11,63
574,Dwārka,1272140,22.2394,68.9678,75.18,29,11.74,0
575,Broome,5110365,42.2506,-75.833,37.99,100,6.91,90
576,Gebre Guracha,337152,9.8,38.4,61.88,43,1.54,54
577,Wamba,2319257,8.9333,8.6,66.11,27,2.06,3
578,Bāfq,142255,31.6128,55.4107,55.09,33,1.72,0
579,Oleksandrivka,713676,46.8383,32.7612,14.0,85,4.38,75
580,Lieksa,648090,63.3167,30.0167,5.54,95,1.1,76
581,Charters Towers,2171722,-20.1,146.2667,90.82,33,12.28,100
582,Haines Junction,5969025,60.7522,-137.5108,28.4,80,2.3,22
583,Taywarah,1122464,33.35,64.4167,35.82,71,2.51,89
584,Neryungri,2019309,56.6709,124.6491,-14.78,86,4.61,100
585,Pangai,4032369,-19.8,-174.35,84.2,79,2.3,75
586,Pangody,1495626,65.85,74.4859,-0.71,93,8.39,100
587,Craig,5576064,40.5153,-107.5464,21.2,85,3.44,1
588,Rabo de Peixe,3372745,37.8,-25.5833,60.01,100,17.27,75
589,Kyshtovka,1501000,56.555,76.6271,4.37,91,14.09,100
590,Lokosovo,1500399,61.1333,74.8167,7.12,94,9.66,97
591,Ballina,2177069,-28.8667,153.5667,80.6,54,13.8,16
592,Methóni,257122,36.8197,21.7049,51.01,100,11.5,75
593,Oktyabr'skiy,515879,54.4815,53.471,26.83,97,11.61,100
594,Bayonet Point,4146901,28.3267,-82.6834,59.0,69,1.01,57
595,Garzón,3682108,2.1959,-75.6278,67.69,75,0.83,91
596,Kiama,2161515,-34.6833,150.8667,73.0,47,8.01,0
597,Tres Arroyos,3833859,-38.3739,-60.2798,66.65,90,10.56,15
598,Chunskiy,1507636,56.0815,99.6342,-0.24,91,8.01,100
599,Gouré,2444219,13.9835,10.2704,58.42,33,7.43,0
600,Venice,4176380,27.0998,-82.4543,63.0,82,12.66,75
601,Balyqshy,610445,47.0667,51.8667,24.8,93,8.95,75
602,Martapura,1636022,-3.4167,114.85,84.2,74,12.66,40
603,Saint-Joseph,6690296,-21.3667,55.6167,84.2,74,4.61,0
604,Paralímni,146209,35.0375,33.9833,57.99,88,9.22,40
605,Nuuk,3421319,64.1835,-51.7216,23.0,86,4.83,90
606,Riyadh,108410,24.6877,46.7219,57.2,76,6.26,40
607,Sørland,3137469,67.667,12.6934,39.9,74,11.03,100
608,Balancán,3532443,17.8,-91.5333,69.42,93,5.48,95
609,Lavaca,4720067,28.615,-96.6261,44.6,45,9.22,1
610,Bestöbe,1525376,52.4994,73.0975,16.99,89,7.45,100
611,Matiguás,3617694,12.8373,-85.4622,67.93,93,2.73,54
612,Faya,110690,18.3851,42.4509,51.8,93,5.75,60
613,Umm Kaddadah,364933,13.6017,26.6876,60.33,32,13.8,0
614,Point Pleasant,5102796,40.0832,-74.0682,50.0,77,3.0,100
615,Vao,2137773,-22.6667,167.4833,78.75,90,14.18,100
616,Paramonga,3933024,-10.6667,-77.8333,70.2,84,3.85,99
617,Moose Factory,6078372,51.2585,-80.6094,28.4,86,5.75,90
618,Torbay,6167817,47.6666,-52.7314,32.0,93,34.52,90
619,Nome,5870133,64.5011,-165.4064,19.4,63,3.44,90
620,Zhezkazgan,1516589,47.8043,67.7144,11.61,90,13.71,100
621,Waipawa,2206874,-41.4122,175.5153,71.6,68,21.85,15
622,Aasiaat,3424901,68.7098,-52.8699,6.15,93,7.38,38
623,Teguise,2510573,29.0605,-13.564,60.8,63,11.5,75
624,Chapais,5919850,49.7834,-74.8492,23.0,93,5.75,75
625,Maxixe,1039536,-23.8597,35.3472,86.0,79,9.22,20
626,Kota Kinabalu,1733432,5.9749,116.0724,84.0,83,14.97,20
627,Jalu,86049,29.0331,21.5482,49.8,56,8.32,0
628,Tabalosos,3691638,-6.35,-76.6833,64.58,94,3.06,59
629,Xingyi,1787599,24.1877,102.817,53.91,74,4.97,99
630,Bulalacao,1723002,12.3254,121.3435,80.92,71,22.73,83
631,Ghidfalău,677410,45.9,25.85,21.0,87,4.0,99
632,Opuwo,3354077,-18.0607,13.84,64.53,70,1.7,23
633,Calafell,3127066,41.2,1.5683,43.0,70,6.17,27
634,Bilma,2446796,18.6853,12.9164,59.31,33,1.68,52
635,Rexburg,5605242,43.826,-111.7897,24.8,74,1.36,90
636,Labuhan,8079926,-6.8844,112.2051,85.15,69,5.08,94
637,Mossamedes,3347019,-15.1961,12.1522,72.09,71,3.58,19
638,Yelizovo,2119538,53.1873,158.3805,14.0,79,2.24,90
639,Hidalgotitlán,3527113,17.7833,-94.6333,66.29,94,4.43,89
640,Totness,3382867,5.8833,-56.3167,76.6,87,12.24,95
641,Rapid Valley,5768244,44.0625,-103.1463,32.0,43,3.44,90
642,Key West,4160812,24.5557,-81.7826,71.6,83,6.91,1
643,Lichinga,1043893,-13.3128,35.2406,68.0,88,4.61,75
644,Camocim,3403687,-2.9022,-40.8411,77.0,85,10.04,52
645,Mastic Beach,5126209,40.7668,-72.8521,44.6,81,8.05,90
646,Araouane,2460954,18.9048,-3.5265,55.76,32,12.1,69
647,Kajaani,654899,64.2273,27.7285,6.8,92,3.44,90
648,Hinton,5975503,53.4001,-117.5857,30.2,86,4.61,2
649,Okhotsk,2122605,59.3833,143.3,-13.52,88,10.27,100
650,Abay,1526970,49.6311,72.8539,21.2,49,29.08,100
651,Palm Beach,4167510,26.6503,-80.4498,66.99,85,5.99,99
652,Kholm,549786,59.2667,32.85,-5.76,90,5.06,100
653,Parksville,6098642,49.3163,-124.3195,44.6,83,8.05,25
654,North Bend,5742974,43.4065,-124.2243,53.01,100,4.61,90
655,Cristóbal Obregón,3530097,16.35,-93.5333,71.6,64,11.5,75
656,Mt. Pleasant,4588165,32.7941,-79.8626,50.0,100,5.75,90
657,Kidal,2455290,18.4411,1.4078,59.27,27,12.24,80
658,Santo Antônio da Platina,3449529,-23.295,-50.0772,67.98,95,2.55,45
659,Washington,5815135,47.5001,-120.5015,32.0,89,1.01,5
660,Xichang,1789647,27.8964,102.2634,50.0,46,4.65,100
661,São Félix do Xingu,3388847,-6.6447,-51.995,72.25,96,0.83,100
662,Havøysund,779622,70.9963,24.6622,35.6,93,9.22,75
663,Batagay-Alyta,2027042,67.8006,130.4114,-25.74,84,1.66,100
664,Sur,286245,22.5667,59.5289,73.78,57,9.46,0
665,Patu,3392862,-6.11,-37.6367,75.31,74,6.24,35
666,Iwanai,2129868,42.9744,140.5089,29.93,94,10.47,93
667,Honningsvåg,779554,70.9821,25.9704,38.8,74,24.36,100
668,San Antonio,4726206,29.4241,-98.4936,44.01,39,6.91,1
669,Payson,5779548,40.0444,-111.7321,35.01,74,0.27,1
670,Bima,1648759,-8.4667,118.7167,83.95,72,1.83,100
671,Gigmoto,1712961,13.7796,124.39,76.51,89,17.72,100
672,Kabompo,916246,-13.5927,24.2008,64.18,87,4.05,96
673,Hammel,2620835,56.2576,9.8632,19.0,90,3.47,0
674,Upata,3625710,8.0086,-62.3989,75.0,88,3.0,76
675,Dewas,1273066,22.9667,76.0667,77.61,30,6.15,4
676,Ransang,1691872,8.9603,117.5828,82.44,78,5.7,100
677,Artvin Province,751816,41.1667,41.8333,41.0,87,6.91,75
678,Calvinia,3369174,-31.4707,19.776,56.39,70,6.8,4
679,Coahuayana Viejo,4013679,18.7333,-103.6833,70.88,57,1.57,100
680,Port Hedland,2063042,-20.3167,118.5667,102.2,27,12.66,37
