,City,ID,Latitude,Longitude,Max Temp,Humidity,Wind Speed,Cloudiness
395,Coari,3664539,-4.085,-63.1414,76.06,94,2.08,100
396,Sainte-Maxime,6445060,43.3,6.6333,53.01,66,11.5,41
397,Sadovoye,499535,47.7764,44.5089,28.72,93,16.78,100
398,Darhan,2031964,49.4867,105.9228,-7.47,85,4.56,100
399,Lamu,189741,-2.2717,40.902,76.05,86,11.52,0
400,Berezanka,712387,46.8526,31.388,28.06,98,16.91,100
401,Wang Saphung,1605102,17.301,101.7685,57.0,93,3.18,0
402,Terrace,6162949,54.5163,-128.6035,35.6,93,18.41,40
403,Corn Island,3620266,12.1694,-83.0418,80.71,80,19.01,100
404,Bandar,1215498,2.05,99.75,74.16,91,3.76,96
405,Aktau,610612,43.65,51.2,32.0,80,15.66,0
406,Harper,2276492,4.375,-7.7169,78.58,85,9.31,3
407,Comodoro Rivadavia,3860443,-45.8667,-67.5,64.4,45,14.97,0
408,Lakatoro,2136697,-16.0999,167.4164,87.1,68,8.16,100
409,Kirakira,2178753,-10.4544,161.9205,79.54,80,5.82,100
410,Jacqueville,2287778,5.2052,-4.4146,80.6,94,9.22,20
411,Tuy Hoa,1563281,13.0833,109.3,63.9,81,8.37,95
412,Örnsköldsvik,2686469,63.2909,18.7153,23.0,100,10.36,90
413,Mogadishu,53654,2.0371,45.3438,75.58,82,19.89,0
414,Rome,5134295,43.2128,-75.4557,30.99,86,3.98,90
415,Saint-Augustin,6137462,51.226,-58.6502,19.45,89,7.87,100
416,Acajutla,3587498,13.5928,-89.8275,80.33,69,6.2,3
417,Province of Mantua,3174050,45.1667,10.7833,28.99,86,4.61,75
418,Lubao,1705441,14.9167,120.55,77.0,69,4.61,75
419,Ko Samui,1154689,9.5357,99.9357,77.85,75,16.98,100
420,Voskresenskoye,471607,56.8381,45.4317,-19.08,87,3.24,0
421,Verkhnyaya Inta,1487332,65.9811,60.3094,-11.67,88,4.16,0
422,Baykit,1510689,61.67,96.37,-29.04,80,1.99,62
423,Liverpool,2644210,53.4106,-2.9779,37.0,87,3.44,100
424,Los Llanos de Aridane,2514651,28.6585,-17.9182,62.6,67,10.36,90
425,Mananjary,1061335,-21.2167,48.3333,73.96,91,5.86,13
426,Tura,1254046,25.5198,90.2201,53.92,53,1.66,1
427,Hastings,2647356,50.8552,0.5729,36.0,78,1.99,61
428,Turukhansk,1488903,65.8167,87.9833,-4.68,92,11.3,100
429,Jucás,3397119,-6.5253,-39.5275,74.03,83,3.47,98
430,Matamoros,3996426,25.5333,-103.25,53.6,40,3.0,40
431,Brattvåg,3160310,62.6002,6.4434,32.0,64,23.02,40
432,Lagdo,2229681,9.05,13.7333,67.42,24,1.74,40
433,Sorrento,3166350,40.626,14.3744,50.0,66,10.36,40
434,Quelimane,1028434,-17.8786,36.8883,80.6,94,5.75,40
435,Gizo Government Station,2108857,-8.103,156.8419,85.32,68,9.51,100
436,Davidson,4617305,36.1501,-86.7833,35.6,64,3.53,1
437,Manbij,167357,36.5281,37.9549,48.2,71,5.75,75
438,Sisimiut,3419842,66.9395,-53.6735,16.97,92,7.34,100
439,Srednekolymsk,2121025,67.45,153.6833,-36.44,83,2.42,35
440,Bismarck,5688025,46.8083,-100.7837,42.01,60,4.61,1
441,Derzhavīnsk,1524606,51.1,66.3167,-16.4,88,4.59,0
442,Zeya,2012593,53.75,127.2667,-14.12,82,4.94,100
443,Kahului,5847411,20.8947,-156.47,87.8,45,9.22,20
444,Vardø,777019,70.3705,31.1107,16.03,94,27.72,99
445,Şebinkarahisar,739914,40.2883,38.4236,43.95,69,4.74,100
446,Isangel,2136825,-19.55,169.2667,86.0,84,5.75,75
447,Tual,1623197,-5.6667,132.75,83.91,77,11.45,87
448,Merauke,2082539,-8.4667,140.3333,80.13,86,9.82,100
449,Shenjiamen,1795632,29.9576,122.298,46.17,58,13.58,0
450,Husavik,2629833,66.0449,-17.3389,15.8,73,14.07,0
451,Kandrian,2094746,-6.2167,149.55,88.97,62,4.25,71
452,Ucluelet,6171633,48.9329,-125.5528,48.0,93,4.61,90
453,San Quintín,3984997,30.4833,-115.95,61.86,41,11.01,0
454,Udayagiri,1253992,20.1333,84.3833,57.76,73,2.53,2
455,Tazmalt,2477537,36.3868,4.3989,41.29,78,3.51,25
456,Soyo,2236967,-6.1349,12.3689,78.24,77,9.22,58
457,Ylöjärvi,630752,61.5563,23.5961,21.0,86,14.97,90
458,Hobyo,57000,5.3505,48.5268,75.65,77,20.38,35
459,Ereymentau,1524302,51.6199,73.1033,-8.84,91,14.76,100
460,Wanning,1791779,18.8003,110.3967,56.39,54,7.43,13
461,Hambantota,1244926,6.1241,81.1185,73.4,100,4.61,75
462,Ayorou,2447416,14.7308,0.9174,72.36,19,8.97,85
463,Iwanai,2129868,42.9744,140.5089,34.34,85,16.78,100
464,Alekseyevka,582956,50.6309,38.6903,19.81,96,13.67,100
465,Mayo,4362001,38.8876,-76.5119,35.6,75,3.02,1
466,Potiskum,2324767,11.7091,11.0694,65.12,25,7.65,0
467,Lárdos,408689,36.0942,28.0157,64.99,82,3.44,75
468,Gornopravdinsk,1506268,60.05,69.9,-22.63,87,4.05,79
469,Talavera de la Reina,2510693,39.9635,-4.8308,30.36,93,2.01,5
470,Coffs Harbour,2171085,-30.3,153.1333,77.0,65,9.22,1
471,Sharjah city,292672,25.3573,55.4033,59.0,62,3.44,0
472,Maxixe,1039536,-23.8597,35.3472,76.82,89,4.45,0
473,Nelson Bay,2155562,-32.7167,152.15,84.99,44,14.97,20
474,Vicuña,3868308,-30.0319,-70.7081,70.0,37,1.41,0
475,Katsuura,2112309,35.1333,140.3,50.0,93,4.61,20
476,Goderich,5962442,43.7501,-81.7165,32.0,86,4.61,100
477,Maroantsetra,1060283,-15.4333,49.7333,75.58,88,3.58,44
478,Galle,1246294,6.0367,80.217,75.65,89,13.15,89
479,Lagunas,3695844,-5.2269,-75.6753,74.35,97,1.23,100
480,Oranjemund,3354071,-28.55,16.4333,64.31,90,2.15,45
481,Khor,2022317,47.8861,134.9464,5.74,94,7.72,100
482,Tuburan,1681079,6.6439,122.2736,82.4,78,4.61,75
483,Shestakovo,2016733,56.4915,103.96,-17.95,85,4.09,100
484,Neuquén,3843123,-38.9516,-68.0591,75.2,33,2.3,0
485,Mount Isa,2065594,-20.7333,139.5,91.4,46,11.5,40
486,Banepā,1283679,27.6298,85.5214,44.6,93,2.3,75
487,Kashgar,1280849,39.4547,75.9797,14.0,73,4.47,0
488,St. George's,3579925,12.0564,-61.7485,78.8,73,13.8,20
489,Haimen,1809062,23.1935,116.6142,39.2,81,2.24,0
490,Sistranda,3139597,63.7256,8.834,26.6,68,19.57,0
491,Shingū,1847947,33.7333,135.9833,41.0,65,8.05,20
492,Alice Town,3572924,25.7167,-79.3,73.6,80,7.02,100
493,Pāndoh,1260537,31.6833,77.05,49.35,35,5.57,0
494,Aquiraz,3407407,-3.9014,-38.3911,80.6,78,5.75,20
495,Karratha,6620339,-20.7377,116.8463,100.98,23,10.87,6
496,Gaya,1271439,24.7833,85.0,44.6,100,4.59,0
497,Japura,1642773,-0.3167,102.35,74.98,94,2.26,89
498,Shar,1519275,49.5886,81.0453,8.76,93,14.79,100
499,Avera,4231997,33.194,-82.5271,46.4,93,4.61,90
500,Amahai,1651591,-3.3333,128.9167,85.93,67,0.43,95
501,Caramay,1718517,10.1815,119.236,80.06,72,12.73,83
502,Moerai,4034188,-22.4333,-151.3333,80.33,75,16.11,0
503,Salgueiro,3389860,-8.0742,-39.1192,74.25,77,5.19,82
504,Havelock,4470244,34.8791,-76.9013,45.0,96,4.76,46
505,‘Ewa Beach,5855051,21.3156,-158.0072,82.4,61,13.8,1
506,Pinawa,6104820,50.1489,-95.8811,22.84,97,6.35,8
507,Felanitx,2517750,39.4696,3.1483,46.4,76,2.3,0
508,Broome,5110365,42.2506,-75.833,30.99,74,3.44,90
509,Redwater,4722062,33.3582,-94.2544,44.6,57,2.42,1
510,Marovoay,1059507,-16.1,46.6333,77.0,94,0.81,20
511,Mana,3381041,5.6592,-53.7767,76.71,87,10.22,100
512,Port Hedland,2063042,-20.3167,118.5667,91.4,70,9.22,35
513,Gualaco,3609389,15.05,-86.05,73.4,94,2.3,40
514,Kununurra,2068110,-15.7667,128.7333,91.4,66,3.44,92
515,Varna,726050,43.2167,27.9167,35.6,93,12.66,90
516,Mudkhed,1262651,19.1667,77.5167,65.95,58,3.09,100
517,Fonte Boa,6319315,-2.4959,-66.2662,75.36,94,0.81,93
518,Kavieng,2094342,-2.5744,150.7967,85.08,70,14.94,33
519,Kathmandu,1283240,27.7167,85.3167,44.6,93,2.3,75
520,Berdigestyakh,2026861,62.0989,126.6992,-40.11,80,2.95,100
521,Faya,110690,18.3851,42.4509,44.6,65,2.39,0
522,Östersund,2685750,63.1792,14.6357,21.99,92,3.44,90
523,Nhulunbuy,2064735,-12.2333,136.7667,87.8,70,8.05,75
524,São José da Coroa Grande,3388456,-8.8978,-35.1478,77.83,80,9.04,97
525,Barão de Melgaço,3470871,-16.1944,-55.9675,82.4,78,2.3,40
526,Khorramshahr,127319,30.4397,48.1664,44.6,76,2.3,0
527,Khorinsk,2022304,52.1657,109.7726,-21.46,82,1.66,25
528,Mozarlândia,3456642,-14.7447,-50.5706,75.99,84,3.58,99
529,Viedma,3832899,-40.8135,-62.9967,60.01,47,9.17,0
530,Ostrovnoy,556268,68.0531,39.5131,4.57,92,18.12,0
531,Jacareacanga,3397763,-6.2222,-57.7528,74.91,93,2.15,100
532,Quesnel,6115187,52.9999,-122.5029,41.0,75,4.61,90
533,Tolcsva,714642,48.2833,21.45,28.4,93,8.05,90
534,Lagos,2332453,6.5833,3.75,77.86,90,3.09,0
535,Inhambane,1045114,-23.865,35.3833,77.83,87,5.12,0
536,Antofagasta,3899539,-23.65,-70.4,66.2,72,10.36,20
537,Aragarças,3471840,-15.8975,-52.2508,76.87,80,1.05,100
538,Mackenzie,6063191,55.2999,-123.1698,32.0,93,8.05,75
539,Salinópolis,3389822,-0.6136,-47.3561,79.11,85,9.71,100
540,Rancho Palos Verdes,5386035,33.7445,-118.387,62.6,48,13.8,75
541,Maruoka,1857651,36.1534,136.2703,37.4,87,11.5,75
542,Venice,4176380,27.0998,-82.4543,59.0,82,8.05,1
543,Philadelphia,4560349,39.9523,-75.1638,39.0,60,9.22,1
544,Samoded,499025,63.6083,40.5111,-16.22,87,3.58,66
545,Marrakesh,2542997,31.6315,-8.0083,41.0,93,2.3,0
546,San Ignacio,3581194,17.1561,-89.0714,71.6,100,6.91,75
547,Lavrentiya,4031637,65.5833,-171.0,-7.82,87,8.41,96
548,Jatai,3460064,-17.8814,-51.7144,71.56,85,2.48,93
549,Taoudenni,2450173,22.6783,-3.9836,62.02,29,11.52,100
550,Buin,3897774,-33.7333,-70.75,75.2,25,11.5,0
551,Wanaka,2184707,-44.7,169.15,74.82,38,2.71,100
552,Barela,1277008,23.1,80.05,47.52,50,2.51,48
553,Aksu,1529660,41.1231,80.2644,11.57,76,1.74,2
554,Atbasar,1526038,51.8,68.3333,-9.99,88,7.07,100
555,San Mateo del Mar,3518382,16.2,-95.0,73.26,67,35.95,0
556,Salihorsk,622428,52.7876,27.5415,25.16,98,11.54,85
557,Ngunguru,2186111,-35.6167,174.5,70.0,90,14.0,63
558,Ous,1495812,60.9058,61.5186,-13.49,86,4.05,61
559,Turaif,101312,31.6725,38.6637,42.8,75,6.91,0
560,Itarema,3393692,-2.9248,-39.9167,78.22,81,9.73,1
561,Thinadhoo,1337610,0.5333,72.9333,82.06,76,19.53,0
562,Zliten,2208485,32.4674,14.5687,56.66,61,23.15,61
563,Marabu,1738050,4.4148,114.0089,78.8,94,3.44,40
564,Makkah al Mukarramah,104515,21.4267,39.8261,70.02,50,2.3,0
565,Tigzirt,2476660,36.8886,4.1198,51.94,71,10.11,100
566,Mumford,2297810,5.2618,-0.759,79.27,85,12.06,0
567,Arman',2127060,59.7,150.1667,4.21,93,3.89,100
568,Khovd,1516048,48.0056,91.6419,15.82,83,7.96,19
569,Batken,1463580,39.8333,71.0,26.78,78,8.84,100
570,San Diego,5391811,32.7153,-117.1573,66.99,30,6.91,75
571,Abu Dhabi,292968,24.4667,54.3667,60.8,77,10.69,0
572,Okhotsk,2122605,59.3833,143.3,-11.45,88,5.79,52
573,Maniwaki,6065262,46.3834,-75.966,28.4,86,2.3,94
574,Darnah,87205,32.767,22.6367,58.15,66,21.12,92
575,Arlit,2447513,18.7369,7.3853,69.82,20,8.9,0
576,Firminópolis,3463326,-16.5819,-50.305,70.23,91,2.1,64
577,Manggar,1636426,-2.8833,108.2667,76.46,93,9.95,100
578,Manapparai,1263952,10.6,78.4167,73.4,94,6.91,90
579,Rosarito,3988392,32.3333,-117.0333,68.0,14,11.5,75
580,Beloha,1067565,-25.1667,45.05,73.15,91,8.08,38
581,Estelle,4323873,29.8458,-90.1067,42.01,100,5.75,40
582,Måløy,3146487,61.9353,5.1136,35.6,75,18.41,75
583,Zemio,235826,5.0314,25.1361,65.77,37,2.15,68
584,Flin Flon,5954718,54.7682,-101.865,30.2,80,3.44,1
585,Waipawa,2206874,-41.4122,175.5153,77.0,53,18.41,95
586,Fort-Shevchenko,609906,44.5086,50.263,35.53,81,19.15,80
587,Sabang,1214026,5.8933,95.3214,80.64,79,21.94,100
588,Pochutla,3517970,15.7432,-96.4661,82.4,57,3.27,20
589,Killam,5991888,52.7834,-111.8518,23.0,93,6.91,85
590,Zhangye,1785036,38.9342,100.4517,18.93,67,5.68,0
591,Lucapa,145724,-8.4192,20.7447,63.45,96,1.74,81
592,West Bay,3580477,19.3667,-81.4167,78.8,89,6.91,40
593,Teguise,2510573,29.0605,-13.564,57.2,77,10.36,20
594,Bac Lieu,1591474,9.285,105.7244,73.78,75,9.93,48
595,Quatre Cocos,1106643,-20.2078,57.7625,79.0,83,14.97,75
596,Kungurtug,1501377,50.5994,97.5228,-2.11,87,0.74,100
597,Coyhaique,3894426,-45.5752,-72.0662,57.2,54,2.3,20
598,Muromtsevo,1498205,56.3724,75.2418,-24.23,83,5.91,0
599,Oruro,3909234,-17.9833,-67.15,52.41,64,13.22,98
600,Langsa,1214724,4.4683,97.9683,75.22,91,2.62,100
601,Yining,1786538,29.0361,114.5636,43.48,58,1.34,0
602,Nyrob,516588,60.733,56.7202,-9.78,84,1.57,100
603,Helong,2036933,42.5397,128.9972,18.48,92,5.7,100
604,Rabat,2538474,33.9911,-6.8401,44.01,93,6.33,0
605,Mishan,2035746,45.55,131.8833,10.06,95,1.01,100
606,Gravdal,3155152,68.1214,13.5031,31.48,89,9.46,96
607,Ketchikan,5554428,55.3422,-131.6461,39.2,93,3.44,90
608,Tegul'det,1489822,57.3064,88.1667,-23.76,86,3.33,7
609,Talaya,2120769,61.3833,152.75,-21.71,84,0.51,74
610,San-Pédro,2282006,4.7485,-6.6363,76.39,90,6.55,1
611,Sharan,495770,54.8167,54.0,-9.92,90,3.4,100
612,Sarakhs,1159716,36.5449,61.1577,34.72,81,1.07,0
613,Ola,2122574,59.5833,151.2833,3.96,92,3.38,100
614,Yurino,466423,56.2942,46.3039,-20.2,83,2.24,0
615,Ternate,1624041,0.8,127.4,84.06,71,5.23,60
616,Uchaly,479704,54.2996,59.4521,-19.43,89,1.7,33
617,Pyaozerskiy,503581,65.8333,31.1667,-10.14,91,6.42,48
618,Puerto Rico,3429732,-26.796,-55.024,70.0,96,2.39,83
619,Mazagão,3395042,-0.115,-51.2894,84.2,79,9.22,40
620,Bukachacha,2026023,52.9833,116.9167,-11.0,86,2.08,98
621,Mayor Pablo Lagerenza,3867427,-19.9309,-60.7718,75.51,93,7.92,100
622,Northam,2641434,51.0333,-4.2167,48.99,100,10.0,100
623,La Brea,3608377,15.8,-85.9667,75.2,94,2.55,75
624,Bowen,2174444,-20.0167,148.2333,82.4,78,19.57,75
625,Mildura,2157698,-34.2,142.15,93.99,12,9.22,100
626,Ampanihy,1078553,-24.7,44.75,71.96,93,6.26,17
627,Nago,1856068,26.5881,127.9761,59.0,62,4.61,90
628,Corbi,680880,45.2833,24.8,30.9,97,1.9,100
629,Scottsbluff,5699404,41.8666,-103.6672,42.8,36,5.75,1
630,Constantine,2501152,36.365,6.6147,35.6,87,5.75,20
631,Qarchī Gak,1129636,37.04,66.7889,41.0,48,4.61,1
632,Baní,3512067,18.2833,-70.3333,75.99,78,3.0,39
633,Prince Rupert,6113406,54.3161,-130.3201,44.6,75,11.5,75
634,Kabanjahe,1214965,3.1001,98.4908,75.2,100,3.44,40
635,Byron Bay,2172880,-28.65,153.6167,79.0,65,10.36,90
636,Hirara,1862505,24.8,125.2833,59.0,55,4.61,40
637,Quzhou,1797264,28.9594,118.8686,42.33,58,3.18,0
638,Gannan,2037311,47.9147,123.5031,-0.09,89,7.78,79
639,Promyshlennyy,1494088,67.5833,63.9167,-11.24,90,10.29,100
640,Shirvan,409417,39.9509,48.8994,44.76,92,5.53,97
641,Mandalgovi,2030065,45.7625,106.2708,3.29,83,2.01,100
642,Santo Domingo,3492908,18.5001,-69.9886,77.0,83,5.75,20
643,Isfana,1222662,39.8386,69.5306,35.6,69,8.95,75
644,Muravlenko,1540711,63.7898,74.523,-7.22,91,16.46,96
645,Tlacotalpan,3515479,18.6167,-95.6667,65.7,86,11.36,60
646,Río Blanco,3520274,18.8333,-97.15,56.61,76,2.51,91
647,Svecha,485799,58.2785,47.5164,-18.18,88,4.34,0
648,Lar,1265053,26.2039,83.9717,43.93,61,6.08,0
649,Mehamn,778707,71.0357,27.8492,13.84,86,13.44,100
650,Toftlund,2611565,55.1886,9.0693,35.6,87,10.36,75
651,Sibu,1735902,2.3,111.8167,75.2,100,5.75,40
652,Lékoni,2399831,-1.5843,14.2591,73.65,81,7.29,76
653,Lillesand,3147467,58.2488,8.3778,37.0,69,8.05,20
654,Antalaha,1071296,-14.9003,50.2788,74.91,90,3.87,20
655,Bahía Honda,3567995,22.9036,-83.1592,71.76,86,9.84,67
656,Benguela,3351663,-12.5763,13.4055,75.43,73,5.99,100
657,Port Hawkesbury,6111867,45.6169,-61.3485,30.99,86,11.5,90
658,Irbeyskoye,1505529,55.6428,95.4522,-12.91,87,0.51,100
659,Manado,1636544,1.487,124.8455,84.2,74,2.3,20
660,Temple,4735966,31.0982,-97.3428,48.2,66,9.22,20
661,Kailua,5847486,21.4022,-157.7394,80.6,61,6.91,20
662,Tessalit,2449893,20.1986,1.0114,62.11,28,10.58,100
663,Hofn,2630299,64.2539,-15.2082,35.94,83,6.22,100
664,Muisne,3653967,0.6,-80.0333,76.82,85,8.32,100
665,Pemba,1028918,-12.974,40.5178,78.8,94,5.75,75
666,Grand Gaube,934479,-20.0064,57.6608,79.0,83,7.0,36
667,Promyshlennaya,1494091,54.9159,85.6385,-14.8,84,8.95,24
668,Wukari,2318921,7.85,9.7833,71.94,22,3.71,0
669,Balkhash,1525798,46.844,74.9804,8.49,93,13.38,0
670,Carutapera,3402648,-1.195,-46.02,76.3,90,5.1,100
671,Krasnosel'kup,1502073,65.7,82.4667,-0.87,92,13.09,100
672,Chumikan,2025256,54.7183,135.315,-19.37,80,5.17,30
673,Mouzourás,256660,35.5333,24.15,55.4,76,13.8,40
674,Biak,1637001,-0.9131,122.8766,83.89,65,0.11,46
675,Gillette,5826027,44.2911,-105.5022,39.99,52,31.07,1
676,Cape Coast,2302357,5.1053,-1.2466,79.0,85,11.97,0
677,Camapuã,3468020,-19.5314,-54.0439,77.97,73,1.5,100
678,Yangi Marg`ilon,1513491,40.4272,71.7189,33.8,55,4.61,100
679,Itoman,1861280,26.1247,127.6694,59.0,51,10.36,20
680,Cockburn Town,3576994,21.4612,-71.1419,75.2,83,11.5,40
681,Enshi,1811720,30.3,109.4833,40.01,65,0.07,0
682,Gumdag,161943,39.2061,54.5906,37.26,80,14.85,0
683,Kautokeino,779330,69.0125,23.0412,-9.29,86,8.34,100
684,Anadyr,2127202,64.75,177.4833,-18.0,76,8.95,100
685,Ulladulla,2145554,-35.35,150.4667,80.6,57,6.91,20
686,Nouakchott,2377450,18.0858,-15.9785,68.0,30,11.5,2
687,Ust-Tsilma,477940,65.441,52.1498,-14.24,87,1.92,39
688,Departamento de Maldonado,3441890,-34.6667,-54.9167,61.0,63,5.75,0
689,São Joaquim,3448828,-28.2939,-49.9317,60.46,100,5.75,100
690,Namatanai,2090021,-3.6667,152.4333,85.19,66,11.72,65
691,Pimentel,3693584,-6.8367,-79.9342,73.4,68,20.71,0
692,Shubarkuduk,608271,49.1447,56.4872,-5.8,87,4.83,0
693,Orlik,1496073,52.5178,99.825,-20.38,74,1.66,100
694,Barbosa Ferraz,3470837,-24.03,-52.0117,75.2,88,6.91,90
695,Hare Bay,5970873,48.8499,-54.0148,24.8,86,1.14,100
696,Saurimo,145531,-9.6608,20.3916,62.64,85,2.68,100
